category,text
1,laporte tinkers with team france coach bernard laporte has made four changes to the starting line-up that beat england for saturday s six nations clash with wales.  he opted for yannick nyanga in the back row instead of grand slam winner imanol harinordoquy  who is back in the squad. other changes see julien laharrague win his first cap at full-back  aurelien rougerie return after injury on the wing and yannick jauzion in at centre. but laporte has resisted fan pressure to start frederic michalak at fly-half. the dependable yann delaigue keeps the number 10 jersey  despite clamours for the flair of michalak. the 26-year-old laharrague gets his chance despite playing on the wing for his club brive.   we are launching him into the great international level   said team manager jo maso.  he is young and this is a great opportunity for us and above all for him.  there are 25 matches left before the world cup so we must see as many players as possible. the competition is very high and open.  jauzion  france s player of the year in 2004  would probably have played in the first two matches instead of the south african-born liebeneberg had he been fit. the stade toulousain star wins his 23rd cap and is reunited with damien traille  with whom he forged an effective midfield in 2004.  the return of jauzion is going to be a plus for us   said laporte.  we are going to test him at an international level.   julien laharrague (brive)  aurelien rougerie (clermont)  yannick jauzion (stade toulousain)  damien traille (biarritz)  christophe dominici (stade francais)  yann delaigue (castres)  dimitri yachvili (biarritz)  julien bonnaire (bourgoin)  yannick nyanga (beziers)  serge betsen (biarritz)  jerome thion (biarritz)  fabien pelous (stade toulousain  capt)  nicolas mas (perpignan)  sebastien bruno (sale)  sylvain marconnet (stade francais)  replacements: william servat (stade toulousain)  olivier milloud (bourgoin)  gregory lamboley (stade toulousain)  imanol harinordoquy (biarritz)  pierre mignoni (clermont)  frederic michalak (stade toulousain)  jean-philippe grandclaude (perpignan)
0,gold falls on imf sale concerns the price of gold has fallen after the international monetary fund (imf) said it will look at ways of using its gold reserves to provide debt relief.  by revaluing its holdings  the imf may be able to sell billions of dollars of gold and use the cash to cancel debts owed by the world s poorest nations. the plan was put forward by g7 finance ministers over the weekend. the price of gold fell to $413.50 an ounce in asia  before rebounding slightly in early european trading.  imf boss rodrigo rato was asked by g7 ministers to carry out a study into the feasibility of revaluing and selling gold reserves.  he is expected to present his conclusions at an imf meeting in washington during april.  whatever happens the market is going to be disconcerted and on the back foot until the april imf meetings   said john reade  an analyst at ubs. the imf values its gold reserves at between $40 and $50 an ounce  a price that was fixed in the 1970s and is about a tenth of the metal s current market value. the imf has 3 217 tonnes of gold  or about 113.5m ounces. bringing the book price of the gold in line with market value would boost the imf s balance sheet  giving it more money to distribute.  this idea has been put forward before  but there now seems to be a more committed political drive to address the issue of global poverty.  this is the first time there has been a mention of the use of gold in a g7 communiqu&#233; for achieving debt relief   said uk chancellor of the exchequer gordon brown. at their meeting in london  g7 finance ministers backed plans to write off up to 100% of the debts owed by some of the world s poorest countries. mr brown said the meeting would be remembered as  the 100% debt relief summit . while debt relief seems to have jumped to the top of the global agenda  not everyone is convinced that selling imf gold is the best way forward. the us  which can veto any plan to sell imf gold should it so choose  said it is looking at other ways of solving the problem.  the us is not convinced that s the necessary way to do it   said treasury under secretary john taylor. canada  a key gold producer  also expressed reservations.
1,african double in edinburgh world 5000m champion eliud kipchoge won the 9.2km race at the view from great edinburgh cross country.  the kenyan  who was second when newcastle hosted the race last year  was in front from the outset. ethiopian duo gebre gebremariam and dejene berhanu made last-gasp efforts to overtake him  but kipchoge responded and a burst of speed clinched victory. gavin thompson was the first briton in 12th place while nick mccormick held of his british rivals to win the 4km race. the morpeth harrier led from the end of the first lap and ended mike skinner and andrew baddeley s hopes with a surge in the lasp lap.  my training has gone so well i wasn t really worried about the opposition asi knew i was in great shape   said mccormick  who now hopes to earn a 1 500m place in the british team for the world championships in helsinki. in the women s race  ethiopia s tirunesh dibaba won a battle with world cross country champion benita johnson to retain her title. australian johnson  who shocked her african rivals in brussels last march  looked to be on course for another win in the 6.2km race. but world 5000m champion dibaba make a telling strike for the finishing line in the final 20 metres. britons kathy butler and hayley yelling were out of contention early on.
1,everton s weir cools euro hopes everton defender david weir has played down talk of european football  despite his team lying in second place in the premiership after beating liverpool.  weir told bbc radio five live:  we don t want to rest on our laurels and say we have achieved anything yet.  i think you start taking your eye off the ball if you make statements and look too far into the future.  if you start making predictions you soon fall back into trouble. the only thing that matters is the next game.  he said:  we are looking after each other and hard work goes a long way in this league. we have definitely shown that.  also injuries and suspensions haven t cost us too badly and we have a lot of self-belief around the place.
0,bbc poll indicates economic gloom citizens in a majority of nations surveyed in a bbc world service poll believe the world economy is worsening.  most respondents also said their national economy was getting worse. but when asked about their own family s financial outlook  a majority in 14 countries said they were positive about the future. almost 23 000 people in 22 countries were questioned for the poll  which was mostly conducted before the asian tsunami disaster. the poll found that a majority or plurality of people in 13 countries believed the economy was going downhill  compared with respondents in nine countries who believed it was improving. those surveyed in three countries were split. in percentage terms  an average of 44% of respondents in each country said the world economy was getting worse  compared to 34% who said it was improving. similarly  48% were pessimistic about their national economy  while 41% were optimistic. and 47% saw their family s economic conditions improving  as against 36% who said they were getting worse.  the poll of 22 953 people was conducted by the international polling firm globescan  together with the program on international policy attitudes (pipa) at the university of maryland.  while the world economy has picked up from difficult times just a few years ago  people seem to not have fully absorbed this development  though they are personally experiencing its effects   said pipa director steven kull.  people around the world are saying:  i m ok  but the world isn t .  there may be a perception that war  terrorism and religious and political divisions are making the world a worse place  even though that has not so far been reflected in global economic performance  says the bbc s elizabeth blunt.  the countries where people were most optimistic  both for the world and for their own families  were two fast-growing developing economies  china and india  followed by indonesia. china has seen two decades of blistering economic growth  which has led to wealth creation on a huge scale  says the bbc s louisa lim in beijing. but the results also may reflect the untrammelled confidence of people who are subject to endless government propaganda about their country s rosy economic future  our correspondent says. south korea was the most pessimistic  while respondents in italy and mexico were also quite gloomy. the bbc s david willey in rome says one reason for that result is the changeover from the lira to the euro in 2001  which is widely viewed as the biggest reason why their wages and salaries are worth less than they used to be. the philippines was among the most upbeat countries on prospects for respondents  families  but one of the most pessimistic about the world economy. pipa conducted the poll from 15 november 2004 to 3 january 2005 across 22 countries in face-to-face or telephone interviews. the interviews took place between 15 november 2004 and 5 january 2005. the margin of error is between 2.5 and 4 points  depending on the country. in eight of the countries  the sample was limited to major metropolitan areas.
0,mixed signals from french economy the french economy picked up speed at the end of 2004  official figures show - but still looks set to have fallen short of the government s hopes.  according to state statistics body insee  growth for the three months to december was a seasonally-adjusted 0.7-0.8%  ahead of the 0.6% forecast. if confirmed  that would be the best quarterly showing since early 2002. it leaves gdp up 2.3% for the full year  but short of the 2.5% which the french government had predicted.  despite the apparent shortfall in annual economic growth  the good quarterly figures - a so-called  flash estimate  - mark a continuing trend of improving indicators for the health of the french economy. the government is reiterating a 2.5% target for 2005  while the european central bank is making positive noises for the 12-nation eurozone as a whole. also on friday  france s industrial output for december was released  showing 0.7% growth.  the numbers are good   said david naude  economist at deutsche bank.  they send a positive signal of a rebound in output... and open the way for a continuation in that trend into the new year.  service sector activity improved in january  hitting a seven-month high. but unemployment remains high at about 10%.
0,unilever shake up as profit slips anglo-dutch consumer goods giant unilever is to merge its two management boards after reporting  unsatisfactory  earnings for 2004.  it blamed the poor results on sluggish decision making  a rise in discounted retailers and a wet european summer. the company also cited difficult trading conditions and a lack of demand for goods such as its slimfast range. unilever  which owns brands including dove soap  said annual pre-tax profit fell 36% to 2.9bn euros (Â£1.99bn). shares fell 1% to 510.75 pence in london  and dropped by 1.2% to 50.50 euros in amsterdam.  under the restructuring plans  patrick cescau  the uk-based co-chairman  will become group chief executive. dutch co-chairman antony burgmans will take on the role of non-executive chairman.   we have recognised the need for greater clarity of leadership and we are moving to a simpler leadership structure that will provide a sharper operational focus   mr burgmans said.  we are leaving behind one of the key features of unilever s governance but this is a natural development following the changes introduced last year.  the company  which has had dual headquarters in rotterdam and london since 1930  will announce the location of its head office at a later date. unilever is not alone in trying to simplify its business. oil giant shell last year dismantled its dual-ownership structure  after a series of problems relating to the size of its oil reserves that hammered its share price and led to the resignation of key board members.  the best part of the news this morning was that the company announced a structure simplification   said arjan sweere  an analyst at petercam.  the company said the organizational changes would speed decision making  and it also may make further changes.  the company said its main focus will be on improving profits  and it is planning to accelerate and increase investment in its 400 main brands.  while it is certainly the case that markets have been tougher in the past eighteen months than we had expected  we have also lost some market share   said mr cescau.  we let a range of targets limit our ability flexibility and did not adjust our plans quickly enough to a more difficult business environment.   our objective is to reverse the share loss that we experienced in some markets in 2004 and return to growth.   unilever said european sales fell 2.8% last year  dragged down by below part sales at its beverage division  where revenues dipped by almost 4%.  sales of ice cream and frozen food dipped by 3.4% in the us last year  revenue grew by 1.5%  despite disappointing sales in slimfast   the company said. in asia  leading products came under  attack  from rivals such as procter & gamble. unilever took a 1.5bn euro one-time charge in the fourth quarter  including a 650m euro write-down on slimfast diet foods. sales of slimfast products have been hit in recent years by the popularity of the atkins diet. but looking ahead  unilever said it was optimistic about prospects for its slimming products saying that demand is on the wane for rival low-carbohydrate diets. the company also said it planned to spend 500m euros this year buying back shares.
0,gazprom  in $36m back-tax claim  the nuclear unit of russian energy giant gazprom is reportedly facing a 1bn rouble ($35.7m; Â£19.1m) back-tax claim for the 2001-2003 period.  vedomosti newspaper reported that russian authorities made the demand at the end of last year. the paper added that most of the taxes claimed are linked to the company s export activity. gazprom  the biggest gas company in the world  took over nuclear fuel giant atomstroieksport in october 2004. the main project of atomstroieksport is the building of a nuclear plant in iran  which has been a source of tension between russia and the us.  gazprom is one of the key players in the complex russian energy market  where the government of vladimir putin has made moves to regain state influence over the sector. gazprom is set to merge with state oil firm rosneft  the company that eventually acquired yuganskneftegas  the main unit of embattled oil giant yukos. claims for back-taxes was a tool used against yukos  and led to the enforced sale yuganskneftegas. some analysts fear the kremlin will continue to use these sort of moves to boost the efforts of the state to regain control over strategically important sectors such as oil.
0,cairn shares up on new oil find shares in cairn energy have jumped 6% after the firm said an indian oilfield was larger than previously thought.  cairn said drilling to the north-west of its development site in rajasthan had produced  very strong results . the company also said it now believed the development area would be able to produce oil for more than 25 years. cairn s share price rose 300% last year after a number of oil finds  but its shares were hit in december following a disappointing drilling update. december s share fall means that cairn is still in danger of being relegated from the ftse 100 when the index is reshuffled next month. cairn s shares closed up 64 pence  or 6%  at 1130p on thursday.  before christmas  cairn revealed that drilling to the north of the field in rajasthan had been disappointing  which caused its shares to lose 18% in one day.  however  on thursday  the group said its belief that the path of oil in the area actually moved further to the west had proved correct.  this area does need more appraisal drilling but it looks very strong   dr mike watts head of exploration said. chief executive bill gammell added:  the more we progress in rajasthan the better we feel about it.  cairn made the discovery after having been granted an extension to their drilling licence in january by indian authorities. the firm has applied for a 30-month extension to scout for oil outside its main development area  which includes the mangala and aishwariya fields where cairn has previously announced major discoveries. it also said production at its other fields across the globe was likely to surpass levels seen in 2004.
0,quake s economic costs emerging asian governments and international agencies are reeling at the potential economic devastation left by the asian tsunami and floods.  world bank president james wolfensohn has said his agency is  only beginning to grasp the magnitude of the disaster  and its economic impact. the tragedy has left at least 25 000 people dead  with sri lanka  thailand  india and indonesia worst hit. some early estimates of reconstruction costs are starting to emerge. millions have been left homeless  while businesses and infrastructure have been washed away.  economists believe several of the 10 countries hit by the giant waves could see a slowdown in growth.  in sri lanka  some observers have said that as much as 1% of annual growth may be lost. for thailand  that figure is much lower at 0.1%. governments are expected to take steps  such as cutting taxes and increasing spending  to facilitate a recovery.   with the enormous displacement of people...there will be a serious relaxation of fiscal policy   glenn maguire  chief economist for the region at societe generale  told agence france presse.  the economic impact of it will certainly be large  but it should not be enough to derail the momentum of the region in 2005   he said.  first and foremost this is a human tragedy.  india s economy  however  is less likely to slow because the areas hit are some of the least developed. the regional giant has enjoyed strong growth in 2004. but india now faces other problems  with aid workers under pressure to ensure a clean supply of water and sanitation to prevent an outbreak of disease.  thailand s prime minister thaksin shinawatra has estimated the destruction at 20bn baht ($510m). analysts said that figure is likely to rise and the country s tourist industry is likely to be hardest hit. thailand s fishing and real estate sectors also will be affected by sunday s 9.0 magnitude earthquake  which sent huge waves from malaysia to africa. malaysia said as many as 1 000 fishermen will be affected and that damage to the industry will be  significant   agence france presse reported. rapid rebuilding will be key to limiting the impact of the tragedy.  in three months  we should rebuild 70% of the damage in the three worst hit provinces   said juthamas siriwan  governor of the tourism authority of thailand. the outlook for sri lanka is less optimistic  with analysts predicting that the country s tourist industry will struggle to recovery quickly. tourism is a vital to many developing countries  providing jobs for 19 million people in the south east asian region  according to the world travel and tourism council (wttc).
1,moya clinches cup for spain spain won the davis cup for the second time in their history when carlos moya beat the usa s andy roddick in the fourth rubber in seville.  moya won 6-2 7-6 (7-1) 7-6 (7-5) to give the hosts an unassailable 3-1 lead with only one singles rubber remaining. roddick battled hard and had chances in the second set  but moya s clay-court expertise proved the difference. mardy fish beat tommy robredo 7-6 (8-6) 6-2 in the final dead rubber to cut spain s winning margin to 3-2. spain s only other davis cup title came in 2000  when they beat australia in barcelona. this time they chose to play the final in seville and the city s olympic stadium was revamped to allow for a record crowd for a competitve tennis event of 27 000 spectators. and the home fans gave vociferous support to their players  with 18-year-old nadal and moya winning both friday s singles rubbers. american twins mike and bob bryan gave the visitors hope with victory over juan carlos ferrero and tommy robredo in saturday s doubles. but it remained an uphill task for a us team far happier on hard courts than clay  and 1998 french open champion moya had too much for world number two roddick.  this has been incredible - the moment i ve been waiting for for years   said moya  who missed out in 2000 through injury.  i ve prepared myself for this day. i knew that playing on clay i would have my chances to win.   the davis cup is my dream. i can t ask for more. there is nothing bigger than what i ve lived today.  moya stormed into a 4-0 lead on his way to taking the first set against roddick and recovered immediately from dropping serve in the second. the match came down to two tie-breaks and moya dominated both  clinching victory on his third match point. wild celebrations followed  with an emotional moya congratulated by his team-mates  including nadal  who at 18 years and 187 days becomes the youngest ever victor in davis cup history.  i think we put up a better fight here than in paris two years ago   said roddick  who was on the us team which lost to france in the 2002 semi-finals at roland garros.  they were just better than us this weekend. i have nothing to be ashamed of  i gave it my all.  i am not going to walk out of here with my head down  that s for sure.  there s no miracle answer. we have to improve.
0,stormy year for property insurers a string of storms  typhoons and earthquakes has made 2004 the most expensive year on record for property insurers  according to swiss re.  the world s second biggest insurer said disasters around the globe have seen property claims reach $42bn (Â£21.5bn).  2004 reinforces the trend towards higher losses   said swiss re. tightly packed populations in the areas involved in natural and man-made disasters were to partly to blame for the rise in claims  it said. some 95% of insurance claims were for natural catastrophes  with the rest attributed to made-made events.  the largest claims came from the us  which was struck by four hurricanes  and japan  which suffered the highest concentration of typhoons for decades plus a major earthquake.  europe suffered fewer natural disasters  but 191 people were killed and more than 2 000 injured in march after the terrorist attack on train stations in madrid. the damages claimed in 2004 eclipsed previous years  including 2001 when the 11 september attacks pushed claims up to $37bn. swiss re said it had registered about 300 natural and man-made disasters around the world in 2004. twenty-one thousand people lost their lives in the catastrophes with a cost to the global economy of around $105bn (Â£54bn).
0,tsunami slows sri lanka s growth sri lanka s president has launched a reconstruction drive worth $3.5bn (Â£1.8bn) by appealing for peace and national unity.  president kumaratunga said it was now important to find a peaceful solution to years of internal conflict. meanwhile  the international monetary fund (imf) said damage from the tsunami would cut one percentage point from sri lanka s economic growth this year. it estimated the wave left physical damage equal to 6.5% of the economy.  separately  the international labour organisation (ilo) said that at least one million people have lost their livelihoods in sri lanka and indonesia alone. it called for action to create jobs. president kumaratunga attended a ceremony in the southern town of hambantota. she was joined by government and opposition politicians  together with buddhist  hindu  muslim and christian clergy.  prime minister mahinda rajapakse laid the foundation stone on a new housing project intended to provide 6 000 homes for survivors of the tsunami. mrs kumaratunga called for the tragedy to be  the start of a new beginning to rebuild our nation .  we are a country blessed with so many natural resources and we have not made use of them fully. instead we have been squabbling  fighting   she added. norway s peace negotiator erik solheim is due to arrive on wednesday to try to revive peace talks in the decades-long conflict between government forces and the tamil tigers  who want a separate state in the north east of the country. reconstruction efforts in eastern sri lanka have been hampered by tensions between the two sides.  the imf said that the sri lankan authorities  initial estimates have put the physical damage at $1.3 to $1.5bn  but added that the implications for the economy were much wider than this.  the broader macroeconomic impact will clearly be substantial but the details are difficult to assess at this early stage   the imf said. growth  inflation  the balance of payments and foreign exchange reserves are all expected to show the effects of lost businesses and reconstruction costs.  the fishing industry has been devastated  agricultural production may be affected and tourism will suffer  especially in the short term   the report said. the ilo estimated that 400 000 sri lankans have lost their jobs  mostly in these three industries. earnings from tourism this year are expected to be 15% lower than last year. economic growth this year is expected to be 4%  which is about 1% less than previously forecast. inflation could climb to 14% compared to a previous estimate of 12%. although major exports have not suffered  the imf expects the reconstruction effort will require higher imports which could damage the balance of payments. foreign exchange reserves may become strained as  sri lanka will be hard pressed to keep international reserves at the pre-tsunami level  which totalled more than two months worth of imports. last week  the imf approved sri lanka s request for a freeze on loan repayments.
1,ireland call up uncapped campbell ulster scrum-half kieran campbell is one of five uncapped players included in ireland s rbs six nations squad.  campbell is joined by ulster colleagues roger wilson and ronan mccormack along with connacht s bernard jackman and munster s shaun payne. gordon d arcy is back after injury while munster flanker alan quinlan also returns to international consideration.  the squad is selected purely on form. a lot of players put their hands up   coach eddie o sullivan told bbc sport.  kieran campbell was just one of those players. he has been playing very well in the heineken cup and deserves his call-up.  there is big competition in some departments and not so much in others. there were one or two players who were unfortunate just to miss out.  back-row forwards david wallace and victor costello are omitted  with o sullivan having quinlan  wilson  simon easterby  anthony foley  denis leamy and johnny o connor vying for the three positions.  with david humphreys  kevin maggs  simon best and tommy bowe again included  it is ulster s biggest representation in a training panel for quite some time. munster and leinster have 12 and 11 players in the squad respectively while jackman is the sole connacht representative. four british-based players are also included. ulster forward ronan mccormack said he was  totally shocked  to be included.  i m really looking forward to it   said mccormack.  i played with guys like brian o driscoll and denis hickie back in my school days in leinster so i do know a few of them although not that well.  it will be great to work with them.   s best (ulster)  s byrne (leinster)  r corrigan (leinster)  l cullen (leinster)  s easterby (llanelli)  a foley (munster)  j hayes (munster)  m horan (munster)  b jackman (connacht)  d leamy (munster)  e miller (leinster)  r mccormack (ulster)  d o callaghan (munster)  p o connell (munster)  j o connor (wasps)  m o kelly (leinster)  f sheahan (munster)  r wilson (ulster)  a quinlan (munster).  t bowe (ulster)  k campbell (ulster)  g d arcy (ulster)  g dempsey (leinster)  g duffy (harlequins)  g easterby (leinster)  d hickie (leinster)  a horgan (munster)  s horgan (leinster)  d humphreys (ulster)  k maggs (ulster)  g murphy (leicester)  b o driscoll  (leinster)  r o gara (munster)  s payne (munster)  p stringer (munster).  k gleeson (leinster)  t howe (ulster)  j kelly (munster)  n mcmillan (ulster).
0,turkey knocks six zeros off lira turkey is to relaunch its currency on saturday  knocking six zeros off the lira in the hope of boosting trade and powering its growing economy.  the change will see the end of such dizzyingly-high denominations as five million lira - enough for a short taxi ride - and the 20m note  worth $15. these valuations were the product of decades of inflation which  as recently as 2001  was as high as 70%. inflation has since been tamed and economic prospects are improving.  the currency - officially to be known as the new lira - will be launched at midnight on 1 january. from that point  the one-million lira note will become the new one-lira coin. the government hopes the change will be seen as a promise of growing economic stability as turkey embarks on the long process of trying to join the european union.  on an everyday level  it is hoped the change will stimulate more international trade and end confusion among foreign investors and turks alike.  the transition to the new turkish lira shows clearly that our economy has broken the vicious circle that it was imprisoned in for long years   said sureyya serdengecti  head of the turkish central bank.  the new lira is also the symbol of the stable economy that we dreamed of for long years.   the turkish economy teetered on the brink of collapse in 2001 when the lira plunged in value and two million people lost their jobs.  turkey had to turn to the international monetary fund for financial assistance  accepting a $18bn loan in return for pushing through a wide-ranging austerity programme. these tough measures have borne fruit. inflation fell below 10% earlier this year for the first time in decades while exports are up 30% this year. meanwhile  the economy is expanding at a healthy rate  with 7.9% growth expected in 2004. the government hopes that the new currency will cement the country s economic progress  two weeks after eu leaders set a date for the start of turkey s accession talks.  the slimmed-down lira is likely to be widely welcomed by the business community.   the turkish lira has been like funny money   tevfik aksoy  chief turkish economist for deutsche bank  told associated press.  now at least in cosmetic terms it will look like real currency.  however  some do not feel quite so happy about seeing the nominal value of their investments reduced.  if a person has 10 billion lira in investments this will suddenly decrease   shop owner hayriye evren  told associated press.  this will definitely affect people psychologically.
0,qantas sees profits fly to record australian airline qantas has posted a record fiscal first-half profit thanks to cost-cutting measures.  net profit in the six months ending 31 december rose 28% to a$458.4m ($357.6m; Â£191m) from a year earlier. analysts expected a figure closer to a$431m. qantas shares fell almost 3%  however  after it warned that earnings growth would slow in the second half. sales will dip by at least a$30m after the indian ocean tsunami devastated many holiday destinations  qantas said.   the tsunami affected travel patterns in ways that we were a bit surprised about   chief executive geoff dixon explained.  it certainly affected japanese travel into australia. as soon as the tsunami hit we saw ... a lessening with bookings for australia.  higher fuel costs also are expected to eat into earnings in coming months.  we don t have as much hedging benefit in the second half as we had in the first   said chief financial officer peter gregg. qantas is facing increased pressure from rivals such as low-cost carrier virgin blue and the australian government is in talks about whether to allow singapore airlines to fly between the australia and the us - one of qantas  key routes.  even so  the firm is predicting that full-year earnings will increase from the previous 12 months. analysts have forecast full-year profit will rise about 11% to around a$720 million ($563 million). qantas boss mr dixon also said he would be reviewing the group s cost-cutting measures. during the first six months of the fiscal year  qantas made savings of a$245m  and is on track to top its target of a$500m for the full year. last month  the company warned it may transfer as many as 7 000 jobs out australia  with mr dixon quoted as saying that the carrier could no longer afford to remain  all-australian .
0,parmalat founder offers apology the founder and former boss of parmalat has apologised to investors who lost money as a result of the italian dairy firm s collapse.  calisto tanzi said he would co-operate fully with prosecutors investigating the background to one of europe s largest financial scandals. parmalat was placed into bankruptcy protection in 2003 after a 14bn euro black hole was found in its accounts. more than 130 000 people lost money following the firm s collapse. mr tanzi  66  issued a statement through his lawyer after five hours of questioning by prosecutors in parma on 15 january.  prosecutors are seeking indictments against mr tanzi and 28 others - including several members of his family and former parmalat chief financial officer fausto tonna - for alleged manipulation of stock market prices and making misleading statements to accountants and italy s financial watchdog. two former parmalat auditors will stand trial later this month for their role in the firm s collapse.   i apologise to all who have suffered so much damage as a result of my schemes to make my dream of an industrial project come true   mr tanzi s statement said.  it is my duty to collaborate fully with prosecutors to reconstruct the causes of parmalat s sudden default and who is responsible.  mr tanzi spent several months in jail in the wake of parmalat s collapse and was kept under house arrest until last september. parmalat is now being run by a state appointed administrator  enrico bondi  who has launched lawsuits against 80 banks in an effort to recover money for the bankrupt company and its shareholders. he has alleged that these companies were aware of the true state of parmalat s finances but continued to lend money to the company. the companies insist they were the victims of fraudulent book-keeping. parmalat was declared insolvent after it emerged that 4 billion euros (Â£2.8bn; $4.8bn) it supposedly held in an offshore account did not in fact exist. the firm s demise sent shock waves through italy  where its portfolio of top-selling food brands and its position as the owner of leading football club parma had turned it into a household name.
1,stuart joins norwich from addicks norwich have signed charlton midfielder graham stuart until the end of the season for an undisclosed fee.   it was a very easy decision to make   the 34-year-old told norwich s website.  the attraction for me was to continue to play in the premiership.  canaries boss nigel worthington added:  i m delighted that graham will be joining us until the end of the season.  he s gives us a wealth of experience. hopefully  he can be part of keeping us in the premier league.  stuart has extensive top-flight experience with everton  chelsea and charlton and can play across the midfield positions. he joins norwich with the norfolk club second-from-bottom in the premiership  but stuart is confident that the carrow road outfit have a bright future.  i ve been very impressed with the facilities here. it s obviously a very well run football club with excellent facilities and i ve always enjoyed playing at carrow road   he added.  it s a nice compact ground with a good atmosphere and hopefully i can help give the fans something else to cheer.   stuart  a former england under-21 international  made 110 appearances for chelsea  scoring 18 goals  before joining everton. he won the fa cup with the toffees in 1995 and remains a hero at goodison park after his 81st-minute winner against wimbledon saved everton from relegation in 1994. stuart spent just over four years at goodison park  making 125 senior appearances and scoring 25 goals  before signing for sheffield united - where he scored 12 goals in 68 appearances. after signing for charlton he made 164 appearances  scoring 23 times  but recently he has been battling a back problem and had not played for the londoners for three months before heading to norwich.
1,capriati to miss melbourne jennifer capriati has become the third leading lady to withdraw from the australian open because of injury.  the organisers of the first grand slam of 2005  which begins on 17 january  said the american has a problem with her right shoulder. it comes as a blow to the women s draw as last year s champion  justin henin-hardenne  and runner-up  kim clijsters  will also be absent. capriati is a two-time champion in melbourne with wins in 2001 and 2002. she is believed to have picked up the injury at the advanta championships at philadelphia in november and had to pull out of an exhibition match with wimbledon champion maria sharapova on 17 december. capriati also decided against competing in the australian open warm-up event  the sydney international.
0,profits jump at china s top bank industrial and commercial bank (icbc)  china s biggest lender  has seen an 18% jump in profits during 2004.  the increase in earnings has allowed the firm to write off bad loans and pave the way for a state bailout and eventual stock-market listing. china is trying to clean up its banking system  which is weighed down by billions of dollars of unpaid loans. it has already pumped $45bn (Â£24bn) into two of its largest banks  and has identified icbc as a recipient of aid. icbc s profits were 74.7bn yuan ($9bn; Â£4.8bn) in 2004  the bank said in a statement. the percentage of non-performing loans dropped to 19.1%  down about 2 percentage points. icbc was founded in 1984 and had total assets of 5.3 trillion yuan at the end of 2003. china committed to gradually opening up its banking sector when it joined the world trade organisation in 2002.
0,economy  stronger than forecast  the uk economy probably grew at a faster rate in the third quarter than the 0.4% reported  according to bank of england deputy governor rachel lomax.  private sector business surveys suggest a stronger economy than official estimates  ms lomax said. other surveys collectively show a rapid slowdown in uk house price growth  she pointed out. this means that despite a strong economic growth  base rates will probably stay on hold at 4.75%. official data comes from the office for national statistics (ons). though reliable  ons data takes longer to publish  so now the boe is calling for faster delivery of data so it can make more effective policy decisions.  recent work by the bank has shown that private sector surveys add value  even when preliminary ons estimates are available   ms lomax said in a speech to the north wales business club.  the ons is due to publish its second estimate of third quarter growth on friday.  the mpc judges that overall growth was a little higher in the third quarter than the official data currently indicate   ms lomax said. the bank said successful monetary policy depends on having good information. rachel lomax cited the late 1980s as an example of a time when weak economic figures were published  but substantially revised upwards years later.   the statistical fog surrounding the true state of the economy has proved a particularly potent breeding ground for policy errors in the past   she said. improving the quality of national statistics is the single the best way of making sure the monetary policy committee (mpc) makes the right decisions  she said. the bank of england is working in tandem with the ons to improve the quality and speed of delivery of data. her remarks follow criticism from the house of lords economic affairs committee  which said the mpc had held interest rates too high given that inflation was way below the 2% target.  a slowdown in the housing market and this year s surge in oil prices has made economic forecasting all the more tricky  leading to a more uncertain outlook.  this year rising oil prices and a significant slowdown in the housing market have awoken bad memories of the 1970s and 1980s   ms lomax said.  the mpc will be doing well if it can achieve the same stability over the next decade as we have enjoyed over the past 10 years.  decisions on interest rates are made after the mpc gathers together the range of indicators available every month. the clearest signals come when all indicators are pointing the same direction  ms lomax intimated.  in economic assessment  there is safety in numbers.
